wind_norm,name,ede_list_date,board,industry_concept,concepts,industry_hsics,hsics_l1_name,hsics_index_code,hsics_index_name,industry,industry_source
1929.HK,周大福,2011-12-15,主板,消费/零售,万得(港股)中国企业综合指数成份;[HK]新经济;[HK]港股通;[HK]香港本地股;[HK]香港零售;[HK]蓝筹股;[HK]核心资产;[HK]贵金属;[HK]黄金珠宝;[HK]奢侈品;[HK]双十一,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
1930.HK,勋龙,2019-06-28,主板,其他,万得(港股)中国企业综合指数成份;[HK]外资企业,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
1931.HK,华检医疗,2019-07-12,主板,其他,万得(港股)中国企业综合指数成份,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
1932.HK,中漆集团,2017-07-10,主板,其他,万得(港股)中国企业综合指数成份,工业/制造,原材料业,HSCIMT.HI,恒生综合行业指数-原材料业,工业/制造,hsics
1933.HK,元力控股,2018-03-02,主板,其他,万得(港股)中国企业综合指数成份,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
1935.HK,嘉宏教育,2019-06-18,主板,教育/服务,万得(港股)中国企业综合指数成份;[HK]中资教育,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
1936.HK,利特米,2020-05-13,主板,其他,[HK]外资企业,消费/零售,必需性消费,HSCICS.HI,恒生综合行业指数-必需性消费,消费/零售,hsics
1937.HK,佳辰控股,2020-01-17,主板,其他,万得(港股)中国企业综合指数成份,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
1938.HK,珠江钢管,2010-02-10,主板,其他,万得(港股)中国企业综合指数成份;[HK]页岩气,新能源/汽车,能源业,HSCIEN.HI,恒生综合行业指数-能源业,新能源/汽车,hsics
1939.HK,上善黄金,2018-10-11,主板,其他,[HK]外资企业,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
1940.HK,CGII HLDGS,2020-12-29,主板,其他,万得(港股)中国企业综合指数成份;[HK]国企;[HK]央企,新能源/汽车,能源业,HSCIEN.HI,恒生综合行业指数-能源业,新能源/汽车,hsics
1941.HK,烨星集团,2020-03-13,主板,其他,万得(港股)中国企业综合指数成份,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
1942.HK,马可数字科技,2020-04-15,主板,其他,[HK]稳定币;万得(港股)中国企业综合指数成份,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
1943.HK,金石控股集团,2019-06-28,主板,其他,万得(港股)中国企业综合指数成份;[HK]外资企业,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
1945.HK,清科控股,2020-12-30,主板,其他,万得(港股)中国企业综合指数成份,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
1947.HK,美皓集团,2022-12-14,主板,其他,万得(港股)中国企业综合指数成份,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
1948.HK,优矩控股,2021-11-08,主板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]AIGC,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
1949.HK,佰达国际控股,2019-07-16,主板,其他,,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
1950.HK,帝王实业控股,2020-03-12,主板,其他,万得(港股)中国企业综合指数成份,工业/制造,原材料业,HSCIMT.HI,恒生综合行业指数-原材料业,工业/制造,hsics
1951.HK,锦欣生殖,2019-06-25,主板,其他,[HK]养老产业;万得(港股)中国企业综合指数成份;[HK]港股通;[HK]高瓴资本;[HK]核心资产;[HK]婴童,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
1952.HK,云顶新耀,2020-10-09,主板,生物科技/医药,[HK]养老产业;万得(港股)中国企业综合指数成份;[HK]港股通;[HK]高瓴资本;[HK]核心资产;[HK]外资企业;[HK]生物医疗,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
1953.HK,RIMBACO,2020-04-28,主板,其他,[HK]外资企业,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
1955.HK,庄臣控股,2019-10-16,主板,其他,万得(港股)中国企业综合指数成份,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
1956.HK,中科闻歌,2026-06-26,主板,其他,万得(港股)中国企业综合指数成份;[HK]次新股,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
1957.HK,大人国际,2020-07-08,主板,其他,[HK]外资企业,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
1958.HK,北京汽车,2014-12-19,主板,新能源/汽车,万得(港股)中国企业综合指数成份;[HK]汽车;[HK]国企;[HK]无人驾驶;[HK]新能源汽车;[HK]国企改革;[HK]纳入MSCI香港;[HK]地方国企,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
1959.HK,中聚投资,2019-10-18,主板,其他,万得(港股)中国企业综合指数成份,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
1960.HK,TBKS HLDGS,2019-09-30,主板,其他,[HK]外资企业,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
1961.HK,多牛科技,2020-03-17,主板,其他,万得(港股)中国企业综合指数成份,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
1962.HK,训修实业,2017-07-12,主板,工业/制造,[HK]工业大麻;[HK]外资企业,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
1963.HK,重庆银行,2013-11-06,主板,金融,万得(港股)中国企业综合指数成份;[HK]港股通;[HK]地方国企;[HK]中资银行;[HK]国企;[HK]国企改革,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
1965.HK,朗诗绿色生活,2021-07-08,主板,其他,万得(港股)中国企业综合指数成份,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
1966.HK,中骏集团控股,2010-02-05,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]内地房地产,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
1967.HK,信恳智能,2019-10-18,主板,其他,万得(港股)中国企业综合指数成份,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
1968.HK,兴纺控股,2018-07-16,主板,其他,万得(港股)中国企业综合指数成份;[HK]外资企业,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
1969.HK,中国春来,2018-09-13,主板,教育/服务,万得(港股)中国企业综合指数成份;[HK]中资教育,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
1970.HK,IMAX CHINA,2015-10-08,主板,TMT/互联网,[HK]谷子经济;万得(港股)中国企业综合指数成份;[HK]文化传媒;[HK]影视传媒,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
1971.HK,弘阳服务,2020-07-07,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]中资物业管理,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
1972.HK,太古地产,2012-01-18,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]港股通;[HK]香港本地股;[HK]蓝筹股;[HK]核心资产;[HK]外资企业;[HK]物业投资;[HK]物业租赁;[HK]蓝筹地产,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
1973.HK,天图投资,2023-10-06,主板,其他,万得(港股)中国企业综合指数成份,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
1975.HK,新兴印刷,2017-11-16,主板,其他,,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
1977.HK,安乐工程,2019-07-12,主板,其他,万得(港股)中国企业综合指数成份;[HK]外资企业,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
1978.HK,叙福楼集团,2018-05-30,主板,其他,万得(港股)中国企业综合指数成份;[HK]外资企业,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
1979.HK,天宝集团,2015-12-11,主板,教育/服务,万得(港股)中国企业综合指数成份;[HK]现代服务业;[HK]充电桩;[HK]外资企业,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
1980.HK,天鸽互动,2014-07-09,主板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]ChatGPT;[HK]AIGC;[HK]电子商务;[HK]网络科技股;[HK]影视传媒;[HK]网络游戏,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
1981.HK,华夏控股,2020-07-15,主板,TMT/互联网,[HK]谷子经济;万得(港股)中国企业综合指数成份;[HK]教育;[HK]影视传媒,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
1982.HK,南旋控股,2016-04-12,主板,其他,万得(港股)中国企业综合指数成份;[HK]外资企业,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
1983.HK,泸州银行,2018-12-17,主板,金融,万得(港股)中国企业综合指数成份;[HK]地方国企;[HK]国企;[HK]中资银行,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
1985.HK,美高域,2017-03-08,主板,其他,万得(港股)中国企业综合指数成份,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
1986.HK,彩客新能源,2015-07-03,主板,其他,万得(港股)中国企业综合指数成份,工业/制造,原材料业,HSCIMT.HI,恒生综合行业指数-原材料业,工业/制造,hsics
1987.HK,BENG SOON MACH,2019-11-08,主板,其他,[HK]外资企业,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
1988.HK,民生银行,2009-11-26,主板,金融,万得(港股)中国企业综合指数成份;[HK]港股通;[HK]核心资产;[HK]纳入MSCI香港;[HK]中资银行,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
1989.HK,广合科技,2026-03-20,主板,其他,万得(港股)中国企业综合指数成份;[HK]新经济;[HK]港股通;[HK]次新股,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
1991.HK,大洋集团,2007-06-08,主板,其他,万得(港股)中国企业综合指数成份;[HK]合资企业;[HK]外资企业,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
1993.HK,雅仕维,2015-01-15,主板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]外资企业;[HK]文化传媒,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
1995.HK,永升服务,2018-12-17,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]物业投资,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
1996.HK,弘阳地产,2018-07-12,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]内地房地产,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
1997.HK,九龙仓置业,2017-11-23,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]港股通;[HK]香港本地股;[HK]蓝筹股;[HK]蓝筹地产;[HK]物业投资;[HK]物业租赁,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
1999.HK,敏华控股,2010-04-09,主板,其他,万得(港股)中国企业综合指数成份;[HK]港股通;[HK]核心资产;[HK]外资企业,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
2000.HK,晨讯科技,2005-06-30,主板,其他,万得(港股)中国企业综合指数成份;[HK]智能穿戴;[HK]物联网,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
2001.HK,新高教集团,2017-04-19,主板,教育/服务,万得(港股)中国企业综合指数成份;[HK]中资教育;[HK]教育,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
2002.HK,阳光纸业,2007-12-12,主板,其他,万得(港股)中国企业综合指数成份;[HK]纸业;[HK]人民币升值,工业/制造,原材料业,HSCIMT.HI,恒生综合行业指数-原材料业,工业/制造,hsics
2003.HK,维信金科,2018-06-21,主板,其他,万得(港股)中国企业综合指数成份;[HK]外资企业,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
2005.HK,石四药集团,2005-12-20,主板,生物科技/医药,[HK]养老产业;万得(港股)中国企业综合指数成份;[HK]港股通;[HK]纳入MSCI香港;[HK]生物医疗,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
2007.HK,碧桂园,2007-04-20,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]港股通;[HK]粤港澳大湾区;[HK]内地房地产;[HK]蓝筹地产;[HK]纳入MSCI香港,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
2008.HK,凤凰卫视,2000-06-30,主板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]文化传媒;[HK]影视传媒,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
2009.HK,金隅集团,2009-07-29,主板,地产/建筑,[HK]雅江水电站;万得(港股)中国企业综合指数成份;[HK]港股通;[HK]水泥;[HK]国企改革;[HK]地方国企;[HK]雄安新区;[HK]国企;[HK]内地房地产,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
2011.HK,进腾集团,2011-01-12,主板,消费/零售,万得(港股)中国企业综合指数成份;[HK]品牌服饰,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
2012.HK,阳光油砂,2012-03-01,主板,其他,,新能源/汽车,能源业,HSCIEN.HI,恒生综合行业指数-能源业,新能源/汽车,hsics
2013.HK,微盟集团,2019-01-15,主板,TMT/互联网,[HK]GEO;[HK]DeepSeek;万得(港股)中国企业综合指数成份;[HK]AIGC;[HK]港股通;[HK]短视频;[HK]SaaS;[HK]网络科技股;[HK]人工智能;[HK]互联网;[HK]腾讯;[HK]文化传媒,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
2015.HK,理想汽车-W,2021-08-12,主板,新能源/汽车,万得(港股)中国企业综合指数成份;[HK]新经济;[HK]港股通;[HK]同股不同权;[HK]蓝筹股;[HK]核心资产;[HK]中概股回归;[HK]新能源汽车,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
2016.HK,浙商银行,2016-03-30,主板,金融,万得(港股)中国企业综合指数成份;[HK]港股通;[HK]核心资产;[HK]中资银行,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
2017.HK,沧海控股,2017-03-31,主板,其他,万得(港股)中国企业综合指数成份,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
2018.HK,瑞声科技,2005-08-09,主板,其他,[HK]AIPC指数;万得(港股)中国企业综合指数成份;[HK]新经济;[HK]港股通;[HK]核心资产;[HK]手机产业;[HK]华为;[HK]纳入MSCI香港;[HK]智能穿戴;[HK]苹果;[HK]外资企业,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
2020.HK,安踏体育,2007-07-10,主板,消费/零售,万得(港股)中国企业综合指数成份;[HK]新经济;[HK]港股通;[HK]蓝筹股;[HK]核心资产;[HK]双十一;[HK]纳入MSCI香港;[HK]体育用品;[HK]品牌服饰,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
2022.HK,游莱互动,2017-12-15,主板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]网络科技股;[HK]手机游戏,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
